YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2014,876,1434,409,UCLA,4,16,64,76
2014,875,1433,410,Tulsa,13,64,64,59
2014,874,1432,425,Ohio St.,6,64,64,59
2014,873,1431,455,Dayton,11,8,64,60
2014,872,1430,414,Syracuse,3,32,64,77
2014,871,1429,404,Western Michigan,14,64,64,53
2014,870,1428,431,New Mexico,7,64,64,53
2014,869,1427,416,Stanford,10,16,64,58
2014,868,1426,445,Kansas,2,32,64,80
2014,867,1425,452,Eastern Kentucky,15,64,64,69
2014,866,1424,406,Virginia,1,16,64,70
2014,865,1423,459,Coastal Carolina,16,64,64,59
2014,864,1422,438,Memphis,8,32,64,71
2014,863,1421,450,George Washington,9,64,64,66
2014,862,1420,460,Cincinnati,5,64,64,57
2014,861,1419,448,Harvard,12,32,64,61
2014,860,1418,435,Michigan St.,4,8,64,93
2014,859,1417,454,Delaware,13,64,64,78
2014,858,1416,429,North Carolina,6,32,64,79
2014,857,1415,420,Providence,11,64,64,77
2014,856,1414,446,Iowa St.,3,16,64,93
2014,855,1413,428,North Carolina Central,14,64,64,75
2014,854,1412,457,Connecticut,7,1,64,89
2014,853,1411,419,Saint Joseph's,10,64,64,81
2014,852,1410,407,Villanova,2,32,64,73
2014,851,1409,434,Milwaukee,15,64,64,53
2014,850,1408,465,Arizona,1,8,64,68
2014,849,1407,405,Weber St.,16,64,64,59
2014,848,1406,449,Gonzaga,8,32,64,85
2014,847,1405,423,Oklahoma St.,9,64,64,77
2014,846,1404,424,Oklahoma,5,64,64,75
2014,845,1403,426,North Dakota St.,12,32,64,80
2014,844,1402,417,San Diego St.,4,16,64,73
2014,843,1401,430,New Mexico St.,13,64,64,69
2014,842,1400,463,Baylor,6,16,64,74
2014,841,1399,432,Nebraska,11,64,64,60
2014,840,1398,456,Creighton,3,32,64,76
2014,839,1397,442,Louisiana Lafayette,14,64,64,66
2014,838,1396,422,Oregon,7,32,64,87
2014,837,1395,462,BYU,10,64,64,68
2014,836,1394,402,Wisconsin,2,4,64,75
2014,835,1393,466,American,15,64,64,35
2014,834,1392,403,Wichita St.,1,32,64,64
2014,833,1391,461,Cal Poly,16,64,64,37
2014,832,1390,443,Kentucky,8,2,64,56
2014,831,1389,444,Kansas St.,9,64,64,49
2014,830,1388,418,Saint Louis,5,32,64,83
2014,829,1387,427,North Carolina St.,12,64,64,80
2014,828,1386,441,Louisville,4,16,64,71
2014,827,1385,440,Manhattan,13,64,64,64
2014,826,1384,439,Massachusetts,6,64,64,67
2014,825,1383,413,Tennessee,11,16,64,86
2014,824,1382,453,Duke,3,64,64,71
2014,823,1381,437,Mercer,14,32,64,78
2014,822,1380,412,Texas,7,32,64,87
2014,821,1379,464,Arizona St.,10,64,64,85
2014,820,1378,436,Michigan,2,8,64,57
2014,819,1377,401,Wofford,15,64,64,40
2014,818,704,451,Florida,1,4,32,61
2014,817,703,421,Pittsburgh,9,32,32,45
2014,816,702,415,Stephen F. Austin,12,32,32,60
2014,815,701,409,UCLA,4,16,32,77
2014,814,700,455,Dayton,11,8,32,55
2014,813,699,414,Syracuse,3,32,32,53
2014,812,698,416,Stanford,10,16,32,60
2014,811,697,445,Kansas,2,32,32,57
2014,810,696,406,Virginia,1,16,32,78
2014,809,695,438,Memphis,8,32,32,60
2014,808,694,448,Harvard,12,32,32,73
2014,807,693,435,Michigan St.,4,8,32,80
2014,806,692,429,North Carolina,6,32,32,83
2014,805,691,446,Iowa St.,3,16,32,85
2014,804,690,457,Connecticut,7,1,32,77
2014,803,689,407,Villanova,2,32,32,65
2014,802,688,465,Arizona,1,8,32,84
2014,801,687,449,Gonzaga,8,32,32,61
2014,800,686,426,North Dakota St.,12,32,32,44
2014,799,685,417,San Diego St.,4,16,32,63
2014,798,684,463,Baylor,6,16,32,85
2014,797,683,456,Creighton,3,32,32,55
2014,796,682,422,Oregon,7,32,32,77
2014,795,681,402,Wisconsin,2,4,32,85
2014,794,680,403,Wichita St.,1,32,32,76
2014,793,679,443,Kentucky,8,2,32,78
2014,792,678,418,Saint Louis,5,32,32,51
2014,791,677,441,Louisville,4,16,32,66
2014,790,676,413,Tennessee,11,16,32,83
2014,789,675,437,Mercer,14,32,32,63
2014,788,674,412,Texas,7,32,32,65
2014,787,673,436,Michigan,2,8,32,79
2014,786,336,451,Florida,1,4,16,79
2014,785,335,409,UCLA,4,16,16,68
2014,784,334,455,Dayton,11,8,16,82
2014,783,333,416,Stanford,10,16,16,72
2014,782,332,406,Virginia,1,16,16,59
2014,781,331,435,Michigan St.,4,8,16,61
2014,780,330,446,Iowa St.,3,16,16,76
2014,779,329,457,Connecticut,7,1,16,81
2014,778,328,465,Arizona,1,8,16,70
2014,777,327,417,San Diego St.,4,16,16,64
2014,776,326,463,Baylor,6,16,16,52
2014,775,325,402,Wisconsin,2,4,16,69
2014,774,324,443,Kentucky,8,2,16,74
2014,773,323,441,Louisville,4,16,16,69
2014,772,322,413,Tennessee,11,16,16,71
2014,771,321,436,Michigan,2,8,16,73
2014,770,152,451,Florida,1,4,8,62
2014,769,151,455,Dayton,11,8,8,52
2014,768,150,435,Michigan St.,4,8,8,54
2014,767,149,457,Connecticut,7,1,8,60
2014,766,148,465,Arizona,1,8,8,63
2014,765,147,402,Wisconsin,2,4,8,64
2014,764,146,443,Kentucky,8,2,8,75
2014,763,145,436,Michigan,2,8,8,72
2014,762,60,451,Florida,1,4,4,53
2014,761,59,457,Connecticut,7,1,4,63
2014,760,58,402,Wisconsin,2,4,4,73
2014,759,57,443,Kentucky,8,2,4,74
2014,758,14,457,Connecticut,7,1,2,60
2014,757,13,443,Kentucky,8,2,2,54
2013,756,1376,370,Louisville,1,1,64,79
2013,755,1375,356,North Carolina A&T,16,64,64,48
2013,754,1374,389,Colorado St.,8,32,64,84
2013,753,1373,361,Missouri,9,64,64,72
2013,752,1372,350,Oklahoma St.,5,64,64,55
2013,751,1371,349,Oregon,12,16,64,68
2013,750,1370,346,Saint Louis,4,32,64,64
2013,749,1369,358,New Mexico St.,13,64,64,44
2013,748,1368,368,Memphis,6,32,64,54
2013,747,1367,345,Saint Mary's,11,64,64,52
2013,746,1366,365,Michigan St.,3,16,64,65
2013,745,1365,337,Valparaiso,14,64,64,54
2013,744,1364,388,Creighton,7,32,64,67
2013,743,1363,391,Cincinnati,10,64,64,63
2013,742,1362,386,Duke,2,8,64,73
2013,741,1361,398,Albany,15,64,64,61
2013,740,1360,382,Gonzaga,1,32,64,64
2013,739,1359,342,Southern,16,64,64,58
2013,738,1358,347,Pittsburgh,8,64,64,55
2013,737,1357,333,Wichita St.,9,4,64,73
2013,736,1356,332,Wisconsin,5,64,64,46
2013,735,1355,362,Mississippi,12,32,64,57
2013,734,1354,374,Kansas St.,4,64,64,61
2013,733,1353,373,La Salle,13,16,64,63
2013,732,1352,397,Arizona,6,16,64,81
2013,731,1351,396,Belmont,11,64,64,64
2013,730,1350,359,New Mexico,3,64,64,62
2013,729,1349,381,Harvard,14,32,64,68
2013,728,1348,353,Notre Dame,7,64,64,58
2013,727,1347,377,Iowa St.,10,32,64,76
2013,726,1346,352,Ohio St.,2,8,64,95
2013,725,1345,378,Iona,15,64,64,70
2013,724,1344,375,Kansas,1,16,64,64
2013,723,1343,334,Western Kentucky,16,64,64,57
2013,722,1342,357,North Carolina,8,32,64,78
2013,721,1341,335,Villanova,9,64,64,71
2013,720,1340,336,VCU,5,32,64,88
2013,719,1339,399,Akron,12,64,64,42
2013,718,1338,366,Michigan,4,2,64,71
2013,717,1337,343,South Dakota St.,13,64,64,56
2013,716,1336,339,UCLA,6,64,64,63
2013,715,1335,363,Minnesota,11,32,64,83
2013,714,1334,385,Florida,3,8,64,79
2013,713,1333,354,Northwestern St.,14,64,64,47
2013,712,1332,344,San Diego St.,7,32,64,70
2013,711,1331,351,Oklahoma,10,64,64,55
2013,710,1330,383,Georgetown,2,64,64,68
2013,709,1329,384,Florida Gulf Coast,15,16,64,78
2013,708,1328,379,Indiana,1,16,64,83
2013,707,1327,376,James Madison,16,64,64,62
2013,706,1326,355,North Carolina St.,8,64,64,72
2013,705,1325,340,Temple,9,32,64,76
2013,704,1324,338,UNLV,5,64,64,61
2013,703,1323,392,California,12,32,64,64
2013,702,1322,341,Syracuse,4,4,64,81
2013,701,1321,360,Montana,13,64,64,34
2013,700,1320,393,Butler,6,32,64,68
2013,699,1319,394,Bucknell,11,64,64,56
2013,698,1318,369,Marquette,3,8,64,59
2013,697,1317,387,Davidson,14,64,64,58
2013,696,1316,380,Illinois,7,32,64,57
2013,695,1315,390,Colorado,10,64,64,49
2013,694,1314,367,Miami FL,2,16,64,78
2013,693,1313,348,Pacific,15,64,64,49
2013,692,672,370,Louisville,1,1,32,82
2013,691,671,389,Colorado St.,8,32,32,56
2013,690,670,349,Oregon,12,16,32,74
2013,689,669,346,Saint Louis,4,32,32,57
2013,688,668,368,Memphis,6,32,32,48
2013,687,667,365,Michigan St.,3,16,32,70
2013,686,666,388,Creighton,7,32,32,50
2013,685,665,386,Duke,2,8,32,66
2013,684,664,382,Gonzaga,1,32,32,70
2013,683,663,333,Wichita St.,9,4,32,76
2013,682,662,362,Mississippi,12,32,32,74
2013,681,661,373,La Salle,13,16,32,76
2013,680,660,397,Arizona,6,16,32,74
2013,679,659,381,Harvard,14,32,32,51
2013,678,658,377,Iowa St.,10,32,32,75
2013,677,657,352,Ohio St.,2,8,32,78
2013,676,656,375,Kansas,1,16,32,70
2013,675,655,357,North Carolina,8,32,32,58
2013,674,654,336,VCU,5,32,32,53
2013,673,653,366,Michigan,4,2,32,78
2013,672,652,363,Minnesota,11,32,32,64
2013,671,651,385,Florida,3,8,32,78
2013,670,650,344,San Diego St.,7,32,32,71
2013,669,649,384,Florida Gulf Coast,15,16,32,81
2013,668,648,379,Indiana,1,16,32,58
2013,667,647,340,Temple,9,32,32,52
2013,666,646,392,California,12,32,32,60
2013,665,645,341,Syracuse,4,4,32,66
2013,664,644,393,Butler,6,32,32,72
2013,663,643,369,Marquette,3,8,32,74
2013,662,642,380,Illinois,7,32,32,59
2013,661,641,367,Miami FL,2,16,32,63
2013,660,320,370,Louisville,1,1,16,77
2013,659,319,349,Oregon,12,16,16,69
2013,658,318,365,Michigan St.,3,16,16,61
2013,657,317,386,Duke,2,8,16,71
2013,656,316,333,Wichita St.,9,4,16,72
2013,655,315,373,La Salle,13,16,16,58
2013,654,314,397,Arizona,6,16,16,70
2013,653,313,352,Ohio St.,2,8,16,73
2013,652,312,375,Kansas,1,16,16,85
2013,651,311,366,Michigan,4,2,16,87
2013,650,310,385,Florida,3,8,16,62
2013,649,309,384,Florida Gulf Coast,15,16,16,50
2013,648,308,379,Indiana,1,16,16,50
2013,647,307,341,Syracuse,4,4,16,61
2013,646,306,369,Marquette,3,8,16,71
2013,645,305,367,Miami FL,2,16,16,61
2013,644,144,370,Louisville,1,1,8,85
2013,643,143,386,Duke,2,8,8,63
2013,642,142,333,Wichita St.,9,4,8,70
2013,641,141,352,Ohio St.,2,8,8,66
2013,640,140,366,Michigan,4,2,8,79
2013,639,139,385,Florida,3,8,8,59
2013,638,138,341,Syracuse,4,4,8,55
2013,637,137,369,Marquette,3,8,8,39
2013,636,56,370,Louisville,1,1,4,72
2013,635,55,333,Wichita St.,9,4,4,68
2013,634,54,366,Michigan,4,2,4,61
2013,633,53,341,Syracuse,4,4,4,56
2013,632,12,370,Louisville,1,1,2,82
2013,631,11,366,Michigan,4,2,2,76
2012,630,1312,308,Kentucky,1,1,64,81
2012,629,1311,267,Western Kentucky,16,64,64,66
2012,628,1310,311,Iowa St.,8,32,64,77
2012,627,1309,323,Connecticut,9,64,64,64
2012,626,1308,266,Wichita St.,5,64,64,59
2012,625,1307,271,VCU,12,32,64,62
2012,624,1306,313,Indiana,4,16,64,79
2012,623,1305,292,New Mexico St.,13,64,64,66
2012,622,1304,273,UNLV,6,64,64,64
2012,621,1303,325,Colorado,11,32,64,68
2012,620,1302,330,Baylor,3,8,64,68
2012,619,1301,281,South Dakota St.,14,64,64,60
2012,618,1300,288,Notre Dame,7,64,64,63
2012,617,1299,264,Xavier,10,16,64,67
2012,616,1298,319,Duke,2,64,64,70
2012,615,1297,306,Lehigh,15,32,64,75
2012,614,1296,298,Michigan St.,1,16,64,89
2012,613,1295,305,LIU Brooklyn,16,64,64,67
2012,612,1294,300,Memphis,8,64,64,54
2012,611,1293,284,Saint Louis,9,32,64,61
2012,610,1292,293,New Mexico,5,32,64,75
2012,609,1291,304,Long Beach St.,12,64,64,68
2012,608,1290,303,Louisville,4,4,64,69
2012,607,1289,321,Davidson,13,64,64,62
2012,606,1288,294,Murray St.,6,32,64,58
2012,605,1287,324,Colorado St.,11,64,64,41
2012,604,1286,301,Marquette,3,16,64,88
2012,603,1285,328,BYU,14,64,64,68
2012,602,1284,318,Florida,7,8,64,71
2012,601,1283,269,Virginia,10,64,64,45
2012,600,1282,296,Missouri,2,64,64,84
2012,599,1281,291,Norfolk St.,15,32,64,86
2012,598,1280,277,Syracuse,1,8,64,72
2012,597,1279,274,UNC Asheville,16,64,64,65
2012,596,1278,309,Kansas St.,8,32,64,70
2012,595,1277,279,Southern Miss,9,64,64,64
2012,594,1276,272,Vanderbilt,5,32,64,79
2012,593,1275,314,Harvard,12,64,64,70
2012,592,1274,265,Wisconsin,4,16,64,73
2012,591,1273,295,Montana,13,64,64,49
2012,590,1272,326,Cincinnati,6,16,64,65
2012,589,1271,275,Texas,11,64,64,59
2012,588,1270,317,Florida St.,3,32,64,66
2012,587,1269,278,St. Bonaventure,14,64,64,63
2012,586,1268,315,Gonzaga,7,32,64,77
2012,585,1267,268,West Virginia,10,64,64,54
2012,584,1266,286,Ohio St.,2,4,64,78
2012,583,1265,302,Loyola MD,15,64,64,59
2012,582,1264,290,North Carolina,1,8,64,77
2012,581,1263,270,Vermont,16,64,64,58
2012,580,1262,322,Creighton,8,32,64,58
2012,579,1261,331,Alabama,9,64,64,57
2012,578,1260,276,Temple,5,64,64,44
2012,577,1259,280,South Florida,12,32,64,58
2012,576,1258,299,Michigan,4,64,64,60
2012,575,1257,287,Ohio,13,16,64,65
2012,574,1256,282,San Diego St.,6,64,64,65
2012,573,1255,289,North Carolina St.,11,16,64,79
2012,572,1254,316,Georgetown,3,32,64,74
2012,571,1253,329,Belmont,14,64,64,59
2012,570,1252,283,Saint Mary's,7,64,64,69
2012,569,1251,285,Purdue,10,32,64,72
2012,568,1250,310,Kansas,2,2,64,65
2012,567,1249,320,Detroit,15,64,64,50
2012,566,640,308,Kentucky,1,1,32,87
2012,565,639,311,Iowa St.,8,32,32,71
2012,564,638,271,VCU,12,32,32,61
2012,563,637,313,Indiana,4,16,32,63
2012,562,636,325,Colorado,11,32,32,63
2012,561,635,330,Baylor,3,8,32,80
2012,560,634,264,Xavier,10,16,32,70
2012,559,633,306,Lehigh,15,32,32,58
2012,558,632,298,Michigan St.,1,16,32,65
2012,557,631,284,Saint Louis,9,32,32,61
2012,556,630,293,New Mexico,5,32,32,56
2012,555,629,303,Louisville,4,4,32,59
2012,554,628,294,Murray St.,6,32,32,53
2012,553,627,301,Marquette,3,16,32,62
2012,552,626,318,Florida,7,8,32,84
2012,551,625,291,Norfolk St.,15,32,32,50
2012,550,624,277,Syracuse,1,8,32,75
2012,549,623,309,Kansas St.,8,32,32,59
2012,548,622,272,Vanderbilt,5,32,32,57
2012,547,621,265,Wisconsin,4,16,32,60
2012,546,620,326,Cincinnati,6,16,32,62
2012,545,619,317,Florida St.,3,32,32,56
2012,544,618,315,Gonzaga,7,32,32,66
2012,543,617,286,Ohio St.,2,4,32,73
2012,542,616,290,North Carolina,1,8,32,87
2012,541,615,322,Creighton,8,32,32,73
2012,540,614,280,South Florida,12,32,32,56
2012,539,613,287,Ohio,13,16,32,62
2012,538,612,289,North Carolina St.,11,16,32,66
2012,537,611,316,Georgetown,3,32,32,63
2012,536,610,285,Purdue,10,32,32,60
2012,535,609,310,Kansas,2,2,32,63
2012,534,304,308,Kentucky,1,1,16,102
2012,533,303,313,Indiana,4,16,16,90
2012,532,302,330,Baylor,3,8,16,75
2012,531,301,264,Xavier,10,16,16,70
2012,530,300,298,Michigan St.,1,16,16,44
2012,529,299,303,Louisville,4,4,16,57
2012,528,298,301,Marquette,3,16,16,58
2012,527,297,318,Florida,7,8,16,68
2012,526,296,277,Syracuse,1,8,16,64
2012,525,295,265,Wisconsin,4,16,16,63
2012,524,294,326,Cincinnati,6,16,16,66
2012,523,293,286,Ohio St.,2,4,16,81
2012,522,292,290,North Carolina,1,8,16,73
2012,521,291,287,Ohio,13,16,16,65
2012,520,290,289,North Carolina St.,11,16,16,57
2012,519,289,310,Kansas,2,2,16,60
2012,518,136,308,Kentucky,1,1,8,82
2012,517,135,330,Baylor,3,8,8,70
2012,516,134,303,Louisville,4,4,8,72
2012,515,133,318,Florida,7,8,8,68
2012,514,132,277,Syracuse,1,8,8,70
2012,513,131,286,Ohio St.,2,4,8,77
2012,512,130,290,North Carolina,1,8,8,67
2012,511,129,310,Kansas,2,2,8,80
2012,510,52,308,Kentucky,1,1,4,69
2012,509,51,303,Louisville,4,4,4,61
2012,508,50,286,Ohio St.,2,4,4,62
2012,507,49,310,Kansas,2,2,4,64
2012,506,10,308,Kentucky,1,1,2,67
2012,505,9,310,Kansas,2,2,2,59
2011,504,1248,226,Ohio St.,1,16,64,75
2011,503,1247,204,UTSA,16,64,64,46
2011,502,1246,249,George Mason,8,32,64,61
2011,501,1245,201,Villanova,9,64,64,57
2011,500,1244,199,West Virginia,5,32,64,84
2011,499,1243,254,Clemson,12,64,64,76
2011,498,1242,240,Kentucky,4,4,64,59
2011,497,1241,222,Princeton,13,64,64,57
2011,496,1240,196,Xavier,6,64,64,55
2011,495,1239,236,Marquette,11,16,64,66
2011,494,1238,216,Syracuse,3,32,64,77
2011,493,1237,243,Indiana St.,14,64,64,60
2011,492,1236,200,Washington,7,32,64,68
2011,491,1235,247,Georgia,10,64,64,65
2011,490,1234,230,North Carolina,2,8,64,102
2011,489,1233,238,LIU Brooklyn,15,64,64,87
2011,488,1232,252,Duke,1,16,64,87
2011,487,1231,245,Hampton,16,64,64,45
2011,486,1230,234,Michigan,8,32,64,75
2011,485,1229,214,Tennessee,9,64,64,45
2011,484,1228,261,Arizona,5,8,64,77
2011,483,1227,235,Memphis,12,64,64,75
2011,482,1226,213,Texas,4,32,64,85
2011,481,1225,227,Oakland,13,64,64,81
2011,480,1224,255,Cincinnati,6,32,64,78
2011,479,1223,232,Missouri,11,64,64,63
2011,478,1222,253,Connecticut,3,1,64,81
2011,477,1221,258,Bucknell,14,64,64,52
2011,476,1220,215,Temple,7,32,64,66
2011,475,1219,224,Penn St.,10,64,64,64
2011,474,1218,218,San Diego St.,2,16,64,68
2011,473,1217,229,Northern Colorado,15,64,64,50
2011,472,1216,242,Kansas,1,8,64,72
2011,471,1215,259,Boston University,16,64,64,53
2011,470,1214,207,UNLV,8,64,64,62
2011,469,1213,244,Illinois,9,32,64,73
2011,468,1212,203,Vanderbilt,5,64,64,66
2011,467,1211,220,Richmond,12,16,64,69
2011,466,1210,237,Louisville,4,64,64,61
2011,465,1209,231,Morehead St.,13,32,64,62
2011,464,1208,248,Georgetown,6,64,64,56
2011,463,1207,202,VCU,11,4,64,74
2011,462,1206,221,Purdue,3,32,64,65
2011,461,1205,219,Saint Peter's,14,64,64,43
2011,460,1204,212,Texas A&M,7,64,64,50
2011,459,1203,250,Florida St.,10,16,64,57
2011,458,1202,228,Notre Dame,2,32,64,69
2011,457,1201,263,Akron,15,64,64,56
2011,456,1200,223,Pittsburgh,1,32,64,74
2011,455,1199,208,UNC Asheville,16,64,64,51
2011,454,1198,257,Butler,8,2,64,60
2011,453,1197,225,Old Dominion,9,64,64,58
2011,452,1196,241,Kansas St.,5,32,64,73
2011,451,1195,205,Utah St.,12,64,64,68
2011,450,1194,198,Wisconsin,4,16,64,72
2011,449,1193,260,Belmont,13,64,64,58
2011,448,1192,217,St. John's,6,64,64,71
2011,447,1191,246,Gonzaga,11,32,64,86
2011,446,1190,256,BYU,3,16,64,74
2011,445,1189,197,Wofford,14,64,64,66
2011,444,1188,209,UCLA,7,32,64,78
2011,443,1187,233,Michigan St.,10,64,64,76
2011,442,1186,251,Florida,2,8,64,79
2011,441,1185,210,UC Santa Barbara,15,64,64,51
2011,440,608,226,Ohio St.,1,16,32,98
2011,439,607,249,George Mason,8,32,32,66
2011,438,606,199,West Virginia,5,32,32,63
2011,437,605,240,Kentucky,4,4,32,71
2011,436,604,236,Marquette,11,16,32,66
2011,435,603,216,Syracuse,3,32,32,62
2011,434,602,200,Washington,7,32,32,83
2011,433,601,230,North Carolina,2,8,32,86
2011,432,600,252,Duke,1,16,32,73
2011,431,599,234,Michigan,8,32,32,71
2011,430,598,261,Arizona,5,8,32,70
2011,429,597,213,Texas,4,32,32,69
2011,428,596,255,Cincinnati,6,32,32,58
2011,427,595,253,Connecticut,3,1,32,69
2011,426,594,215,Temple,7,32,32,64
2011,425,593,218,San Diego St.,2,16,32,71
2011,424,592,242,Kansas,1,8,32,73
2011,423,591,244,Illinois,9,32,32,59
2011,422,590,220,Richmond,12,16,32,65
2011,421,589,231,Morehead St.,13,32,32,48
2011,420,588,202,VCU,11,4,32,94
2011,419,587,221,Purdue,3,32,32,76
2011,418,586,250,Florida St.,10,16,32,71
2011,417,585,228,Notre Dame,2,32,32,57
2011,416,584,223,Pittsburgh,1,32,32,70
2011,415,583,257,Butler,8,2,32,71
2011,414,582,241,Kansas St.,5,32,32,65
2011,413,581,198,Wisconsin,4,16,32,70
2011,412,580,246,Gonzaga,11,32,32,67
2011,411,579,256,BYU,3,16,32,89
2011,410,578,209,UCLA,7,32,32,65
2011,409,577,251,Florida,2,8,32,73
2011,408,288,226,Ohio St.,1,16,16,60
2011,407,287,240,Kentucky,4,4,16,62
2011,406,286,236,Marquette,11,16,16,63
2011,405,285,230,North Carolina,2,8,16,81
2011,404,284,252,Duke,1,16,16,77
2011,403,283,261,Arizona,5,8,16,93
2011,402,282,253,Connecticut,3,1,16,74
2011,401,281,218,San Diego St.,2,16,16,67
2011,400,280,242,Kansas,1,8,16,77
2011,399,279,220,Richmond,12,16,16,57
2011,398,278,202,VCU,11,4,16,72
2011,397,277,250,Florida St.,10,16,16,71
2011,396,276,257,Butler,8,2,16,61
2011,395,275,198,Wisconsin,4,16,16,54
2011,394,274,256,BYU,3,16,16,74
2011,393,273,251,Florida,2,8,16,83
2011,392,128,240,Kentucky,4,4,8,76
2011,391,127,230,North Carolina,2,8,8,69
2011,390,126,261,Arizona,5,8,8,63
2011,389,125,253,Connecticut,3,1,8,65
2011,388,124,242,Kansas,1,8,8,61
2011,387,123,202,VCU,11,4,8,71
2011,386,122,257,Butler,8,2,8,74
2011,385,121,251,Florida,2,8,8,71
2011,384,48,240,Kentucky,4,4,4,55
2011,383,47,253,Connecticut,3,1,4,56
2011,382,46,202,VCU,11,4,4,62
2011,381,45,257,Butler,8,2,4,70
2011,380,8,253,Connecticut,3,1,2,53
2011,379,7,257,Butler,8,2,2,41
2010,378,1184,180,Kansas,1,32,64,90
2010,377,1183,177,Lehigh,16,64,64,74
2010,376,1182,143,UNLV,8,64,64,66
2010,375,1181,164,Northern Iowa,9,16,64,69
2010,374,1180,173,Michigan St.,5,4,64,70
2010,373,1179,166,New Mexico St.,12,64,64,67
2010,372,1178,174,Maryland,4,32,64,89
2010,371,1177,181,Houston,13,64,64,77
2010,370,1176,147,Tennessee,6,8,64,62
2010,369,1175,151,San Diego St.,11,64,64,59
2010,368,1174,184,Georgetown,3,64,64,83
2010,367,1173,161,Ohio,14,32,64,97
2010,366,1172,159,Oklahoma St.,7,64,64,59
2010,365,1171,183,Georgia Tech,10,32,64,64
2010,364,1170,160,Ohio St.,2,16,64,68
2010,363,1169,144,UC Santa Barbara,15,64,64,51
2010,362,1168,149,Syracuse,1,16,64,79
2010,361,1167,139,Vermont,16,64,64,56
2010,360,1166,182,Gonzaga,8,32,64,67
2010,359,1165,185,Florida St.,9,64,64,60
2010,358,1164,193,Butler,5,2,64,77
2010,357,1163,141,UTEP,12,64,64,59
2010,356,1162,140,Vanderbilt,4,64,64,65
2010,355,1161,168,Murray St.,13,32,64,66
2010,354,1160,131,Xavier,6,16,64,65
2010,353,1159,172,Minnesota,11,64,64,54
2010,352,1158,157,Pittsburgh,3,32,64,89
2010,351,1157,162,Oakland,14,64,64,66
2010,350,1156,192,BYU,7,32,64,99
2010,349,1155,186,Florida,10,64,64,92
2010,348,1154,179,Kansas St.,2,8,64,82
2010,347,1153,165,North Texas,15,64,64,62
2010,346,1152,178,Kentucky,1,8,64,100
2010,345,1151,187,East Tennessee St.,16,64,64,71
2010,344,1150,146,Texas,8,64,64,80
2010,343,1149,137,Wake Forest,9,32,64,81
2010,342,1148,148,Temple,5,64,64,65
2010,341,1147,189,Cornell,12,16,64,78
2010,340,1146,133,Wisconsin,4,32,64,53
2010,339,1145,132,Wofford,13,64,64,49
2010,338,1144,175,Marquette,6,64,64,78
2010,337,1143,136,Washington,11,16,64,80
2010,336,1142,167,New Mexico,3,32,64,62
2010,335,1141,170,Montana,14,64,64,57
2010,334,1140,190,Clemson,7,64,64,78
2010,333,1139,171,Missouri,10,32,64,86
2010,332,1138,135,West Virginia,2,4,64,77
2010,331,1137,169,Morgan St.,15,64,64,50
2010,330,1136,188,Duke,1,1,64,73
2010,329,1135,195,Arkansas Pine Bluff,16,64,64,44
2010,328,1134,191,California,8,32,64,77
2010,327,1133,176,Louisville,9,64,64,62
2010,326,1132,145,Texas A&M,5,32,64,69
2010,325,1131,142,Utah St.,12,64,64,53
2010,324,1130,156,Purdue,4,16,64,72
2010,323,1129,150,Siena,13,64,64,64
2010,322,1128,163,Notre Dame,6,64,64,50
2010,321,1127,158,Old Dominion,11,32,64,51
2010,320,1126,194,Baylor,3,8,64,68
2010,319,1125,152,Sam Houston St.,14,64,64,59
2010,318,1124,155,Richmond,7,64,64,71
2010,317,1123,153,Saint Mary's,10,16,64,80
2010,316,1122,138,Villanova,2,32,64,73
2010,315,1121,154,Robert Morris,15,64,64,70
2010,314,576,180,Kansas,1,32,32,67
2010,313,575,164,Northern Iowa,9,16,32,69
2010,312,574,173,Michigan St.,5,4,32,85
2010,311,573,174,Maryland,4,32,32,83
2010,310,572,147,Tennessee,6,8,32,83
2010,309,571,161,Ohio,14,32,32,68
2010,308,570,183,Georgia Tech,10,32,32,66
2010,307,569,160,Ohio St.,2,16,32,75
2010,306,568,149,Syracuse,1,16,32,87
2010,305,567,182,Gonzaga,8,32,32,65
2010,304,566,193,Butler,5,2,32,54
2010,303,565,168,Murray St.,13,32,32,52
2010,302,564,131,Xavier,6,16,32,71
2010,301,563,157,Pittsburgh,3,32,32,68
2010,300,562,192,BYU,7,32,32,72
2010,299,561,179,Kansas St.,2,8,32,84
2010,298,560,178,Kentucky,1,8,32,90
2010,297,559,137,Wake Forest,9,32,32,60
2010,296,558,189,Cornell,12,16,32,87
2010,295,557,133,Wisconsin,4,32,32,69
2010,294,556,136,Washington,11,16,32,82
2010,293,555,167,New Mexico,3,32,32,64
2010,292,554,171,Missouri,10,32,32,59
2010,291,553,135,West Virginia,2,4,32,68
2010,290,552,188,Duke,1,1,32,68
2010,289,551,191,California,8,32,32,53
2010,288,550,145,Texas A&M,5,32,32,61
2010,287,549,156,Purdue,4,16,32,63
2010,286,548,158,Old Dominion,11,32,32,68
2010,285,547,194,Baylor,3,8,32,76
2010,284,546,153,Saint Mary's,10,16,32,75
2010,283,545,138,Villanova,2,32,32,68
2010,282,272,164,Northern Iowa,9,16,16,52
2010,281,271,173,Michigan St.,5,4,16,59
